# T2d · 宽度逐行明细（**每行一条**；与 t2d-extent-mismatches.txt 同格式，便于并排看）
# 列：用例 | 行# | cp 区间 | 真值宽 | 我们宽 | 差 | 桶
# 口径：桶 = 0（逐位等）/ ≤0.34 DIP（= 1 个 ideal unit）/ >0.34 DIP；三桶之和 == 行数（机检）
# 被测 shim 源 sha256（本 harness 直接编入） = 921BA9C65E9FB3BE9E31D402FD98568EE78639063D75BB4E656B20201B30DC2B
# PC 内 shim sha256                         = unknown(FP 里有该文件的行但行内无 sha256)
# hbtextline_shim_stale                     = false   （口径=源 mtime 1789965167 vs PC 产物 mtime 1789976075（basis=auth，与 run-wpfprobe.sh 的 hbt_stale() 同谓词）；**mtime 谓词、非内容比对** ⇒ 同内容重写会假阳（已登记为已知仪器局限；内容比对需要 PC 侧逐文件 sha，当前不可得））
# 仪器 = run.sh 711F39F468F61CC8 / Program.cs 149DD986A642FDFC   pc=56EE75CED8D6AECE   applocal=4/4 一致
# 族 × >0.34 红数 = （无）；各和=0 == 总数 0 : OK
# 隔离矩阵 = OK；逐族 diff = 一位未动（全部族计数与基线逐位相同）
# 合计 1298 行；0=173 ≤0.34=1125 >0.34=0；本清单只列差>0 的行，共 1125 条
A1_lat_words_w20 | 行#0 | cp=[0,2) | 真值宽=18.7833 | 我们宽=18.7840 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w150 | 行#1 | cp=[6,27) | 真值宽=145.6667 | 我们宽=146.0000 | 差=0.3333 | 桶=≤0.34 DIP
A1_long_word_w150 | 行#2 | cp=[27,45) | 真值宽=143.9833 | 我们宽=143.9840 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w150 | 行#3 | cp=[45,56) | 真值宽=72.9333 | 我们宽=72.9280 | 差=0.0053 | 桶=≤0.34 DIP
A1_long_word_w180 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w180 | 行#1 | cp=[6,31) | 真值宽=177.0733 | 我们宽=177.0880 | 差=0.0147 | 桶=≤0.34 DIP
A1_long_word_w180 | 行#2 | cp=[31,51) | 真值宽=158.3433 | 我们宽=158.3360 | 差=0.0073 | 桶=≤0.34 DIP
A1_long_word_w180 | 行#3 | cp=[51,56) | 真值宽=23.0067 | 我们宽=23.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w200 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w200 | 行#1 | cp=[6,34) | 真值宽=195.1667 | 我们宽=195.1840 | 差=0.0173 | 桶=≤0.34 DIP
A1_long_word_w200 | 行#2 | cp=[34,56) | 真值宽=167.4167 | 我们宽=167.4080 | 差=0.0087 | 桶=≤0.34 DIP
A1_long_word_w240 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w240 | 行#1 | cp=[6,39) | 真值宽=236.2200 | 我们宽=236.2400 | 差=0.0200 | 桶=≤0.34 DIP
A1_long_word_w240 | 行#2 | cp=[39,56) | 真值宽=126.3633 | 我们宽=126.3520 | 差=0.0113 | 桶=≤0.34 DIP
A1_long_word_w280 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w280 | 行#1 | cp=[6,43) | 真值宽=271.3433 | 我们宽=271.3600 | 差=0.0167 | 桶=≤0.34 DIP
A1_long_word_w280 | 行#2 | cp=[43,56) | 真值宽=91.2400 | 我们宽=91.2320 | 差=0.0080 | 桶=≤0.34 DIP
A1_long_word_w320 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w320 | 行#1 | cp=[6,48) | 真值宽=317.1100 | 我们宽=317.1200 | 差=0.0100 | 桶=≤0.34 DIP
A1_long_word_w320 | 行#2 | cp=[48,56) | 真值宽=45.4733 | 我们宽=45.4720 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w400 | 行#0 | cp=[0,51) | 真值宽=379.1900 | 我们宽=379.2000 | 差=0.0100 | 桶=≤0.34 DIP
A1_long_word_w400 | 行#1 | cp=[51,56) | 真值宽=23.0067 | 我们宽=23.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w480 | 行#0 | cp=[0,56) | 真值宽=406.3567 | 我们宽=406.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_long_word_w560 | 行#0 | cp=[0,56) | 真值宽=406.3567 | 我们宽=406.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_long_word_w700 | 行#0 | cp=[0,56) | 真值宽=406.3567 | 我们宽=406.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_long_word_w900 | 行#0 | cp=[0,56) | 真值宽=406.3567 | 我们宽=406.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_long_word_winf | 行#0 | cp=[0,56) | 真值宽=406.3567 | 我们宽=406.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#1 | cp=[2,4) | 真值宽=13.1500 | 我们宽=13.1520 | 差=0.0020 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#2 | cp=[4,6) | 真值宽=18.8167 | 我们宽=18.8160 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#3 | cp=[6,8) | 真值宽=14.0133 | 我们宽=14.0160 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#5 | cp=[10,12) | 真值宽=18.8633 | 我们宽=18.8640 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#7 | cp=[16,18) | 真值宽=14.0133 | 我们宽=14.0160 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#8 | cp=[18,20) | 真值宽=18.9100 | 我们宽=18.9120 | 差=0.0020 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#9 | cp=[20,25) | 真值宽=6.6067 | 我们宽=6.6080 | 差=0.0013 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#10 | cp=[25,27) | 真值宽=18.8633 | 我们宽=18.8640 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#12 | cp=[29,31) | 真值宽=12.0633 | 我们宽=12.3840 | 差=0.3207 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#13 | cp=[31,34) | 真值宽=17.2300 | 我们宽=17.2320 | 差=0.0020 | 桶=≤0.34 DIP
A1_spaces_w20 | 行#14 | cp=[34,36) | 真值宽=14.0133 | 我们宽=14.0160 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#1 | cp=[2,5) | 真值宽=22.1267 | 我们宽=22.1280 | 差=0.0013 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#2 | cp=[5,8) | 真值宽=23.8533 | 我们宽=23.8560 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#4 | cp=[10,16) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#5 | cp=[16,19) | 真值宽=23.9000 | 我们宽=23.9040 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#6 | cp=[19,25) | 真值宽=15.6300 | 我们宽=15.6320 | 差=0.0020 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#7 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#8 | cp=[29,34) | 真值宽=29.2933 | 我们宽=29.2960 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w30 | 行#9 | cp=[34,42) | 真值宽=23.8533 | 我们宽=23.8560 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#1 | cp=[2,7) | 真值宽=36.0933 | 我们宽=36.0960 | 差=0.0027 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#2 | cp=[7,10) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#3 | cp=[10,16) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#4 | cp=[16,25) | 真值宽=39.5300 | 我们宽=39.5360 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#5 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#6 | cp=[29,35) | 真值宽=33.4200 | 我们宽=33.4240 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w40 | 行#7 | cp=[35,42) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_spaces_w50 | 行#1 | cp=[2,8) | 真值宽=45.9800 | 我们宽=45.9840 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w50 | 行#2 | cp=[8,16) | 真值宽=42.7033 | 我们宽=42.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w50 | 行#3 | cp=[16,25) | 真值宽=39.5300 | 我们宽=39.5360 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w50 | 行#4 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w50 | 行#5 | cp=[29,36) | 真值宽=43.3067 | 我们宽=43.3120 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w60 | 行#1 | cp=[2,10) | 真值宽=55.8200 | 我们宽=55.8240 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w60 | 行#2 | cp=[10,16) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w60 | 行#3 | cp=[16,25) | 真值宽=39.5300 | 我们宽=39.5360 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w60 | 行#4 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w60 | 行#5 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w70 | 行#0 | cp=[0,10) | 真值宽=64.1400 | 我们宽=64.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w70 | 行#1 | cp=[10,16) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w70 | 行#2 | cp=[16,25) | 真值宽=39.5300 | 我们宽=39.5360 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w70 | 行#3 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w70 | 行#4 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w80 | 行#0 | cp=[0,10) | 真值宽=64.1400 | 我们宽=64.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_spaces_w80 | 行#1 | cp=[10,16) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w80 | 行#2 | cp=[16,25) | 真值宽=39.5300 | 我们宽=39.5360 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w80 | 行#3 | cp=[25,29) | 真值宽=28.7033 | 我们宽=28.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_spaces_w80 | 行#4 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w100 | 行#0 | cp=[0,16) | 真值宽=97.0033 | 我们宽=97.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_spaces_w100 | 行#1 | cp=[16,29) | 真值宽=84.8733 | 我们宽=84.8800 | 差=0.0067 | 桶=≤0.34 DIP
A1_spaces_w100 | 行#2 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w120 | 行#0 | cp=[0,16) | 真值宽=97.0033 | 我们宽=97.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_spaces_w120 | 行#1 | cp=[16,29) | 真值宽=84.8733 | 我们宽=84.8800 | 差=0.0067 | 桶=≤0.34 DIP
A1_spaces_w120 | 行#2 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w150 | 行#0 | cp=[0,25) | 真值宽=149.0133 | 我们宽=149.0240 | 差=0.0107 | 桶=≤0.34 DIP
A1_spaces_w150 | 行#1 | cp=[25,42) | 真值宽=86.0100 | 我们宽=86.0160 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w180 | 行#0 | cp=[0,25) | 真值宽=149.0133 | 我们宽=149.0240 | 差=0.0107 | 桶=≤0.34 DIP
A1_spaces_w180 | 行#1 | cp=[25,42) | 真值宽=86.0100 | 我们宽=86.0160 | 差=0.0060 | 桶=≤0.34 DIP
A1_spaces_w200 | 行#0 | cp=[0,29) | 真值宽=194.3567 | 我们宽=194.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_spaces_w200 | 行#1 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w240 | 行#0 | cp=[0,29) | 真值宽=194.3567 | 我们宽=194.3680 | 差=0.0113 | 桶=≤0.34 DIP
A1_spaces_w240 | 行#1 | cp=[29,42) | 真值宽=53.1467 | 我们宽=53.1520 | 差=0.0053 | 桶=≤0.34 DIP
A1_spaces_w280 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w320 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w400 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w480 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w560 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w700 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_w900 | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_spaces_winf | 行#0 | cp=[0,42) | 真值宽=251.6633 | 我们宽=251.6800 | 差=0.0167 | 桶=≤0.34 DIP
A1_tabs_w20 | 行#0 | cp=[0,4) | 真值宽=18.8233 | 我们宽=18.8160 | 差=0.0073 | 桶=≤0.34 DIP
A1_tabs_w20 | 行#1 | cp=[4,9) | 真值宽=17.5267 | 我们宽=17.5200 | 差=0.0067 | 桶=≤0.34 DIP
A1_tabs_w30 | 行#0 | cp=[0,6) | 真值宽=26.5067 | 我们宽=26.4960 | 差=0.0107 | 桶=≤0.34 DIP
A1_tabs_w30 | 行#1 | cp=[6,9) | 真值宽=9.8433 | 我们宽=9.8400 | 差=0.0033 | 桶=≤0.34 DIP
A1_tabs_w40 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w50 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w60 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w70 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w80 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w100 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w120 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w150 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w180 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w200 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w240 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w280 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w320 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w400 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w480 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w560 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w700 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_w900 | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_tabs_winf | 行#0 | cp=[0,9) | 真值宽=36.3500 | 我们宽=36.3360 | 差=0.0140 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#0 | cp=[0,2) | 真值宽=19.5667 | 我们宽=19.5680 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#2 | cp=[4,6) | 真值宽=15.3100 | 我们宽=15.3120 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#4 | cp=[8,10) | 真值宽=14.0467 | 我们宽=14.0480 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#5 | cp=[10,12) | 真值宽=17.5033 | 我们宽=17.5040 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#8 | cp=[16,18) | 真值宽=16.5433 | 我们宽=16.5440 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#9 | cp=[18,21) | 真值宽=15.9667 | 我们宽=15.9680 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#10 | cp=[21,23) | 真值宽=16.7033 | 我们宽=16.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#11 | cp=[23,25) | 真值宽=15.6167 | 我们宽=15.6160 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#12 | cp=[25,27) | 真值宽=9.8867 | 我们宽=9.8880 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#13 | cp=[27,29) | 真值宽=17.5033 | 我们宽=17.5040 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#14 | cp=[29,31) | 真值宽=16.6567 | 我们宽=16.6560 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w20 | 行#15 | cp=[31,33) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#0 | cp=[0,3) | 真值宽=23.7267 | 我们宽=23.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#1 | cp=[3,6) | 真值宽=25.1500 | 我们宽=25.1520 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#3 | cp=[9,12) | 真值宽=27.3900 | 我们宽=27.3920 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#5 | cp=[16,19) | 真值宽=22.8300 | 我们宽=23.1520 | 差=0.3220 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#7 | cp=[21,24) | 真值宽=26.5433 | 我们宽=26.5440 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#8 | cp=[24,27) | 真值宽=15.6633 | 我们宽=15.6640 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w30 | 行#10 | cp=[30,33) | 真值宽=16.7033 | 我们宽=16.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#0 | cp=[0,5) | 真值宽=39.8533 | 我们宽=40.1760 | 差=0.3227 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#1 | cp=[5,9) | 真值宽=30.7033 | 我们宽=30.7040 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#2 | cp=[9,14) | 真值宽=37.2300 | 我们宽=37.2320 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#4 | cp=[16,21) | 真值宽=32.5100 | 我们宽=32.5120 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#6 | cp=[25,27) | 真值宽=9.8867 | 我们宽=9.8880 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w40 | 行#8 | cp=[31,33) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w50 | 行#0 | cp=[0,6) | 真值宽=48.8767 | 我们宽=48.8800 | 差=0.0033 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w50 | 行#1 | cp=[6,12) | 真值宽=49.0700 | 我们宽=49.0720 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w50 | 行#3 | cp=[16,21) | 真值宽=32.5100 | 我们宽=32.5120 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w50 | 行#4 | cp=[21,27) | 真值宽=42.2067 | 我们宽=42.2080 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w50 | 行#5 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w60 | 行#0 | cp=[0,7) | 真值宽=57.8533 | 我们宽=57.8560 | 差=0.0027 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w60 | 行#1 | cp=[7,14) | 真值宽=49.9333 | 我们宽=49.9360 | 差=0.0027 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w60 | 行#2 | cp=[14,21) | 真值宽=52.6700 | 我们宽=52.6720 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w60 | 行#3 | cp=[21,27) | 真值宽=42.2067 | 我们宽=42.2080 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w60 | 行#4 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w70 | 行#0 | cp=[0,8) | 真值宽=66.3967 | 我们宽=66.4000 | 差=0.0033 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w70 | 行#1 | cp=[8,16) | 真值宽=61.5500 | 我们宽=61.5520 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w70 | 行#2 | cp=[16,21) | 真值宽=32.5100 | 我们宽=32.5120 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w70 | 行#3 | cp=[21,27) | 真值宽=42.2067 | 我们宽=42.2080 | 差=0.0013 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w70 | 行#4 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w80 | 行#0 | cp=[0,9) | 真值宽=70.5567 | 我们宽=70.5600 | 差=0.0033 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w80 | 行#1 | cp=[9,16) | 真值宽=57.3900 | 我们宽=57.3920 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w80 | 行#2 | cp=[16,27) | 真值宽=74.7167 | 我们宽=74.4000 | 差=0.3167 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w80 | 行#3 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w100 | 行#0 | cp=[0,12) | 真值宽=97.9467 | 我们宽=97.9520 | 差=0.0053 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w100 | 行#1 | cp=[12,21) | 真值宽=66.6700 | 我们宽=66.6720 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w100 | 行#2 | cp=[21,33) | 真值宽=85.3900 | 我们宽=85.3920 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w120 | 行#0 | cp=[0,14) | 真值宽=107.7867 | 我们宽=107.7920 | 差=0.0053 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w120 | 行#1 | cp=[14,27) | 真值宽=94.8767 | 我们宽=94.5600 | 差=0.3167 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w120 | 行#2 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w150 | 行#0 | cp=[0,16) | 真值宽=127.9467 | 我们宽=127.9520 | 差=0.0053 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w150 | 行#1 | cp=[16,33) | 真值宽=117.9000 | 我们宽=117.5840 | 差=0.3160 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w180 | 行#0 | cp=[0,21) | 真值宽=164.6167 | 我们宽=164.6240 | 差=0.0073 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w180 | 行#1 | cp=[21,33) | 真值宽=85.3900 | 我们宽=85.3920 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w200 | 行#0 | cp=[0,21) | 真值宽=164.6167 | 我们宽=164.6240 | 差=0.0073 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w200 | 行#1 | cp=[21,33) | 真值宽=85.3900 | 我们宽=85.3920 | 差=0.0020 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w240 | 行#0 | cp=[0,27) | 真值宽=206.8233 | 我们宽=206.5120 | 差=0.3113 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w240 | 行#1 | cp=[27,33) | 真值宽=43.1833 | 我们宽=43.1840 | 差=0.0007 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w280 | 行#0 | cp=[0,33) | 真值宽=250.0067 | 我们宽=249.6960 | 差=0.3107 | 桶=≤0.34 DIP
A1_nbsp_zwsp_w320 | 行#0 | cp=[0,33) | 真值宽=250.0067 | 我们宽=249.6960 | 差=0.3107 | 桶=≤0.34 DIP
